,mood,mood_count,circumplex.arousal,circumplex.arousal_count,circumplex.valence,circumplex.valence_count,activity,activity_count,screen,screen_count,call,call_count,sms,sms_count,appCat.builtin,appCat.builtin_count,appCat.communication,appCat.communication_count,appCat.entertainment,appCat.entertainment_count,appCat.finance,appCat.finance_count,appCat.game,appCat.game_count,appCat.office,appCat.office_count,appCat.other,appCat.other_count,appCat.social,appCat.social_count,appCat.travel,appCat.travel_count,appCat.unknown,appCat.unknown_count,appCat.utilities,appCat.utilities_count,appCat.weather,appCat.weather_count
"('AS14.03', datetime.date(2014, 3, 30))",357.0,44,-1.0,44,53.0,44,25.142873349504278,204,35738.147000312805,980,141.0,141,37.0,37,3296.1400000000012,182,11817.67100000001,582,23792.85400000001,803,725.636,15,0.0,0,545.0559999999999,31,2538.5469999999996,112,0.0,0,456.78999999999996,17,165.091,7,62.864000000000004,8,76.809,3
"('AS14.03', datetime.date(2014, 3, 31))",394.0,49,1.0,49,56.0,49,27.150079379796477,228,45136.39100027084,1103,144.0,144,38.0,38,5341.136000000002,234,16230.35600000002,664,25492.32200000002,888,803.127,18,0.0,0,545.0559999999999,31,2637.3330000000005,126,0.0,0,456.78999999999996,17,165.091,7,68.024,9,76.809,3
"('AS14.03', datetime.date(2014, 4, 1))",432.0,54,3.0,54,58.0,54,29.488023543307943,252,48342.18499970436,1191,146.0,146,38.0,38,5884.799000000001,245,16942.154000000028,723,27118.876000000022,939,861.7679999999999,19,0.0,0,607.5459999999999,35,2840.5670000000014,142,0.0,0,456.78999999999996,17,165.091,7,68.024,9,76.809,3
"('AS14.03', datetime.date(2014, 4, 2))",469.0,59,4.0,59,61.0,59,31.376538862193943,276,51706.42500042915,1295,148.0,148,38.0,38,6738.997,271,17762.71200000003,786,29100.38000000003,998,927.207,22,0.0,0,626.245,39,2939.4090000000015,152,0.0,0,510.935,19,165.091,7,68.024,9,76.809,3
"('AS14.03', datetime.date(2014, 4, 3))",508.0,64,4.0,64,66.0,64,33.383813767793555,300,54019.17100024223,1376,149.0,149,38.0,38,26325.762999999995,285,18447.89600000002,847,31193.540000000034,1053,999.31,30,0.0,0,626.245,39,3030.646000000001,161,0.0,0,510.935,19,185.28300000000002,8,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 4))",547.0,69,5.0,69,73.0,69,35.47437121778379,324,57250.61499905586,1453,149.0,149,41.0,41,26942.855999999992,315,19251.98700000001,877,32565.105000000032,1108,1046.594,31,0.0,0,632.408,40,3933.316000000002,177,0.0,0,510.935,19,500.79200000000003,9,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 5))",585.0,74,11.0,74,78.0,74,38.22064172089507,348,61103.27699804306,1548,155.0,155,41.0,41,27205.914999999997,342,20362.390999999992,944,34860.91900000004,1164,1046.594,31,0.0,0,738.894,43,3994.178000000002,183,0.0,0,530.631,21,500.79200000000003,9,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 6))",619.0,79,12.0,79,82.0,79,40.06317009254076,372,67131.82599663734,1614,155.0,155,41.0,41,27216.977999999996,345,21092.733999999986,970,39095.11900000002,1242,1046.594,31,0.0,0,738.894,43,5018.771000000003,189,0.0,0,530.631,21,523.8860000000001,10,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 7))",656.0,84,13.0,84,87.0,84,43.520704575477474,396,72167.47099637985,1707,157.0,157,41.0,41,27812.989,366,22880.17899999999,1042,41608.93100000001,1311,1134.791,36,0.0,0,863.5749999999999,47,5090.853000000004,198,0.0,0,530.631,21,606.6500000000001,13,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 8))",693.0,89,15.0,89,93.0,89,46.01264591064622,420,76643.3629963398,1791,159.0,159,42.0,42,28686.518999999993,385,23563.542999999987,1101,42916.568,1376,1161.8799999999999,37,0.0,0,2358.439,48,5161.766000000003,208,0.0,0,530.631,21,617.7780000000001,14,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 9))",732.0,94,18.0,94,98.0,94,48.22357950997154,444,78417.08499598503,1880,159.0,159,42.0,42,28710.361999999997,388,24327.407999999978,1171,43900.927999999985,1431,1193.6149999999998,39,0.0,0,2374.709,51,5236.186000000002,221,0.0,0,530.631,21,668.032,16,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 10))",769.0,99,20.0,99,103.0,99,50.817173088736205,468,85435.34599733353,1971,159.0,159,44.0,44,28814.050999999996,390,26106.386999999973,1255,46677.255999999965,1490,1193.6149999999998,39,0.0,0,2379.926,52,5331.278000000001,231,13.22,1,530.631,21,2907.969,17,97.221,11,76.809,3
"('AS14.03', datetime.date(2014, 4, 11))",807.0,104,21.0,104,108.0,104,53.70168708725857,492,90419.26699662209,2061,159.0,159,44.0,44,28916.209999999992,396,27805.284999999985,1342,49805.74499999995,1546,1210.7639999999997,40,0.0,0,2389.086,54,5685.370000000001,243,13.22,1,530.631,21,2936.312,18,101.73400000000001,12,76.809,3
"('AS14.03', datetime.date(2014, 4, 12))",830.0,107,22.0,107,111.0,107,56.75058330176939,516,92912.08499598503,2105,165.0,165,44.0,44,48393.26900000001,413,28034.93299999998,1357,61860.47099999994,1580,1210.7639999999997,40,0.0,0,2389.086,54,6757.847000000002,254,13.22,1,530.631,21,2957.408,19,111.06400000000001,13,76.809,3
"('AS14.03', datetime.date(2014, 4, 13))",867.0,112,23.0,112,116.0,112,58.62588431375824,540,100664.63799476624,2178,166.0,166,45.0,45,49784.73000000001,421,30425.984999999982,1401,65078.40499999994,1654,1210.7639999999997,40,0.0,0,3032.8420000000006,72,11093.154000000002,267,13.22,1,530.631,21,2957.408,19,111.06400000000001,13,76.809,3
